IN031,CAM,İçecek endüstrisinden toplanmış standart soda kireç yapısında renk ayrımı yapılmış cam şişe kırıkları,İlaç ve laboratuvar endüstrisinden çıkan erime sıcaklığı çok daha yüksek borosilikat tüp atıkları,0,soda_kirec_vs_borosilikat,"Borosilikat fırında erimez, soda kireç camının fırınında taşlaşarak üretim hatasına yol açar"
IN032,CAM,Otomotiv yan sanayisinden kaynaklanan kırıldığında küçük küplere ayrılan ısıl işlem görmüş temperli cam,Pencere üretim tesisinden çıkan kesildiğinde büyük ve keskin parçalara ayrılan düz float cam plakaları,0,temperli_vs_float,"Temperli camın ısıl gerilimi fırın proseslerini etkiler, düz camla karışması istenmez"
IN033,CAM,Maden suyu ve şarap şişelerinden kaynaklanan krom ve demir içeren koyu yeşil renkli cam kırıkları,Avize ve züccaciye imalatından çıkan yüksek ışık geçirgenliğine sahip renksiz ve şeffaf kristal cam fireleri,0,renkli_vs_seffaf,Yeşil cam şeffaf fırınına girerse tüm cam partisinin rengi yeşile dönerek kalitesini bozar
IN034,CAM,Kompozit malzeme üretiminden çıkan polyester reçine ile kaplanmış birbirine yapışık cam elyaf kırpıntıları,Mimari cam işleme tesisinden kaynaklanan üzerinde organik bağlayıcı bulunmayan saf silisyum dioksit bazlı düz cam,0,cam_elyaf_vs_duz_cam,"Cam elyafındaki polimer reçine yanarak fırında gaz çıkarır, düz cam eritme hattına verilmez"
IN035,CAM,Enerji tasarruflu cephe camı üretiminden çıkan üzerinde ince metalik film tabakası bulunan kaplamalı cam,Sera camı imalatından kaynaklanan yüzeyinde herhangi bir ısı veya güneş kontrol kaplaması olmayan saf cam,0,kaplamali_vs_kaplamasiz,"Metal kaplama fırında kimyasal kirliliğe yol açar, optik özellikleri bozar"
IN036,CAM,Araç ön camı değişimlerinden toplanan iki cam tabakası arasında polivinil butiral plastik film bulunan lamine cam,Duşakabin imalatından çıkan arasında herhangi bir polimer film tabakası barındırmayan tek katmanlı monolitik cam firesi,0,lamine_vs_monolitik,"PVB film camdan ayrılmadan ergitilemez, doğrudan fırına girmesi büyük emisyon sorunu yaratır"
IN037,KAĞIT,Oluklu mukavva kutu üretiminden kaynaklanan uzun selüloz lifli ve dayanıklı kahverengi kraft kağıt firesi,Dergi ve broşür basımından çıkan yüzeyi kalsiyum karbonat ile kaplanmış parlak beyaz kuşe kağıt kırpıntıları,0,kraft_vs_kuse,Kuşe kağıttaki inorganik dolgu maddeleri kahverengi kraft hamurunun mukavemetini bozar
IN038,KAĞIT,Karton bardak üretiminden çıkan sızdırmazlık sağlaması için içi polietilen film ile kaplanmış kağıt firesi,Matbaa giyotin kesiminden kaynaklanan üzerinde hiçbir plastik bariyer bulunmayan saf düz bristol karton kırpıntıları,0,pe_kaplamali_vs_kaplamasiz,"PE film hamurlaştırıcı pulperde ayrışmaz ve elekleri tıkar, normal kartonla işlenemez"
IN039,KAĞIT,Banka ve ofis arşivlerinin imhasından elde edilen yüksek kaliteli beyaz birinci hamur fotokopi kağıdı,Geri dönüştürülmüş liflerden üretilmiş yumurta viyolü imalatından çıkan düşük mukavemetli çok kısa lifli gri karton,0,birinci_hamur_vs_ikinci,"Birinci hamur beyaz kağıt ağartma hattına gider, yumurta viyolü ise düşük kalite hamurdur"
IN040,KAĞIT,Lüks kozmetik kutusu üretiminden çıkan dış yüzeyi parlak alüminyum folyo ile lamine edilmiş dekoratif karton,Çimento torbası imalatından kaynaklanan katkısız kaplamasız ve yüksek kopma mukavemetli saf selüloz kraft kağıt,0,lamine_vs_saf_seluloz,"Alüminyum tabakası kağıt geri dönüşümünde çok zor ayrılır, temiz selülozla beraber atılamaz"
IN041,KAĞIT,İade gelen günlük gazetelerden oluşan ve geri dönüşümde yoğun mürekkep giderme işlemi gerektiren gazete kağıdı,Defter imalat fabrikasından çıkan üzerinde tek bir damla bile baskı boyası bulunmayan bembeyaz kağıt fireleri,0,murekkepli_vs_baskisiz,"Gazete kağıdı deinking tesisine girmelidir, temiz firesi ise doğrudan pulperde hamurlaştırılır"
IN042,KAĞIT,Manav ve balık hallerinden toplanan su çekmiş nemli ve biyolojik bozunmaya başlamış oluklu mukavva atığı,Ambalaj üretim tesisinin deposundan doğrudan preslenerek balyalanmış tamamen kuru ve rutubetsiz kraft kağıt ruloları,0,islak_vs_kuru,"Islak ve çürümeye başlamış mukavva proses verimini düşürür, kuru depo firesi ise birincil kalitedir"
id,kategori,cikti_tanim,girdi_tanim,etiket,format_tipi,neden
PT001,METAL,"çelik talaşı yağlı","metal hurda şarj",1,kisa_kisa,"Aynı malzeme ailesi, form uyumlu"
PT002,METAL,"bakır kablo hurda","bakır rafinasyon ve ergitme tesisi için granül bakır girdisi",1,kisa_orta,"Doğrudan ergitme uyumlu"
PT003,PLASTIK,"PET şişe kırığı","PET granül hammadde",1,kisa_kisa,"Polimer zinciri uyumu"
PT004,ORGANIK,"meyve posası ıslak","biyogaz beslemesi",1,kisa_kisa,"Yüksek organik içerik"
PT005,CAM,"cam kırığı şeffaf","cam ambalaj üretim fırını için soda-kireç cullet beslemesi",1,kisa_orta,"Cullet oranı artırır"
PT006,TEXSTIL,"pamuk kumaş fireleri","pamuk elyaf hammadde",1,kisa_kisa,"Lif kalitesi korunur"
PT007,KAGIT,"oluklu mukavva artıkları","karton hamuru üretiminde dolgu maddesi",1,kisa_orta,"Selüloz geri kazanımı"
PT008,KIMYASAL,"atık aseton çözücü","distilasyon ile geri kazanım tesisi beslemesi",1,kisa_orta,"Saf geri kazanım mümkün"
PT009,METAL,"alüminyum dross","alüminyum ergitme tesisi şarj malzemesi",1,kisa_kisa,"Metal içeriği yüksek"
PT010,PLASTIK,"PP enjeksiyon firesi","PP regranül hammadde",1,kisa_kisa,"Ergitme ile geri dönüşüm"
PT011,ORGANIK,"buğday samanı","kompost tesisi karbon kaynağı",1,kisa_kisa,"C/N oranı uygun"
PT012,CAM,"cam şişe kırığı","cam elyaf üretiminde besleme stok",1,kisa_orta,"Camsı yapı korunur"
PT013,TEXSTIL,"polyester iplik artığı","keçe üretimi için sentetik lif girdisi",1,kisa_orta,"Termal bağlamaya uygun"
PT014,KAGIT,"gazete kağıdı atığı","yumurta viyolü üretim hamuru",1,kisa_kisa,"Hamur kalitesi yeterli"
PT015,KIMYASAL,"kullanılmış yağ","biyodizel üretim reaktörü beslemesi",1,kisa_orta,"Yağ asitleri uygun"
PT016,METAL,"demir tufal","çimento fabrikası için demir oksit katkısı",1,kisa_orta,"Pişirme katkısı"
PT017,PLASTIK,"LDPE streç film artığı","LDPE granül geri dönüşüm hammaddesi",1,kisa_kisa,"Ergitme stabil"
PT018,ORGANIK,"şeker pancarı küspesi","hayvan yemi üretiminde lif kaynağı",1,kisa_kisa,"Besleyici değer yüksek"
PT019,CAM,"cam kırığı renkli","köpük cam üretimi için cullet",1,kisa_orta,"Gözenek yapıcı"
PT020,TEXSTIL,"denim kırpıntı","otomotiv iç döşeme keçe üretimi",1,kisa_kisa,"Ses yalıtımı uygun"
PT021,METAL,"DKP saç pres atıkları","çelik döküm tesisi için hurda şarj malzemesi",1,kisa_orta,"Karbon çeliği uyumlu"
PT022,METAL,"CNC işlemeden çıkan alüminyum talaş","ikincil alüminyum ergitme tesisi için talaş briketi",1,kisa_orta,"Briketleme ile verim artar"
PT023,PLASTIK,"PVC profil kesim artığı","PVC boru ekstrüzyonunda regranül katkı",1,kisa_orta,"Akışkanlık korunur"
PT024,PLASTIK,"ABS enjeksiyon çapakları","ABS geri dönüşüm tesisi granül girdisi",1,kisa_kisa,"Mekanik özellikler yeterli"
PT025,ORGANIK,"zeytin prinası","biyokütle enerji santrali yakıt beslemesi",1,kisa_orta,"Kalorifik değer 4.000 kcal/kg"
PT026,ORGANIK,"mısır koçanı","kompost üretiminde karbon zengini katkı",1,kisa_kisa,"Lignoselülozik yapı"
PT027,KIMYASAL,"atık hidrojen peroksit","tekstil ağartma çözeltisi hazırlama",1,kisa_orta,"Konsantrasyon düşürülerek"
PT028,KIMYASAL,"sülfürik asit atığı","gübre fabrikasında asit regülasyonu",1,kisa_orta,"Nötrleştirme ile kullanım"
PT029,CAM,"düz cam kırığı","cam yünü üretim hattı cullet beslemesi",1,kisa_orta,"Lif çekimi uygun"
PT030,CAM,"otocam kırığı","cam blok üretim fırını şarj stoku",1,kisa_orta,"Düşük demir içeriği avantaj"
PT031,TEXSTIL,"naylon 66 ağ artığı","mühendislik plastik kompaund katkısı",1,kisa_orta,"Aşınma direnci artırır"
PT032,TEXSTIL,"akrilik iplik atığı","kumaş kaplama malzemesi dolgu lifi",1,kisa_kisa,"Yumuşak dolgu"
PT033,KAGIT,"kraft kağıt artığı","ambalaj kağıdı hamuruna ilave",1,kisa_orta,"Mukavemet artırıcı"
PT034,KAGIT,"ofis kağıdı atığı","selüloz yalıtım malzemesi üretimi",1,kisa_orta,"Lif uzunluğu yeterli"
PT035,METAL,"bakır levha delme fireleri","bakır alaşım dökümhane şarj malzemesi",1,kisa_orta,"Alaşım elementi"
PT036,METAL,"çinko dişli talaşı","çinko oksit üretim fırını beslemesi",1,kisa_orta,"Oksitleme ile ZnO"
PT037,PLASTIK,"HDPE şişe kapakları","HDPE geri dönüşüm hattı granül besleme",1,kisa_kisa,"Renk ayrımı yapılmış"
PT038,PLASTIK,"PS köpük artığı","yapı panellerinde hafif dolgu malzemesi",1,kisa_orta,"Isı yalıtımı katkısı"
PT039,ORGANIK,"et kemik unu atığı","biyogaz tesisi protein zengini besleme",1,kisa_orta,"Metan verimi yüksek"
PT040,ORGANIK,"meyve suyu posası","fermantasyon ile biyoetanol üretim hammaddesi",1,kisa_orta,"Şeker içeriği yüksek"
PT041,KIMYASAL,"boya çamuru (su bazlı)","çimento fabrikasında mineralize katkı",1,kisa_orta,"Kalsiyum karbonat kaynağı"
PT042,KIMYASAL,"bor atığı (kolemanit)","cam elyaf üretiminde bor kaynağı",1,kisa_orta,"Ergime noktası düşürücü"
PT043,CAM,"ayna camı kırığı","mozaik cam üretim hammaddesi",1,kisa_orta,"Cullet kalitesi iyi"
PT044,CAM,"floresan cam atığı","cam yalıtım malzemesi üretimi",1,kisa_orta,"Kurşun içeriği kontrol altında"
PT045,TEXSTIL,"keçe kırpıntı","metalurji filtre keçesi hammaddesi",1,kisa_orta,"Isı dayanımı yüksek"
PT046,TEXSTIL,"viskon atığı","ıslak mendil üretim hattı lif kaynağı",1,kisa_orta,"Su tutma yüksek"
PT047,KAGIT,"çimento kağıt artığı","yumurta kartonu üretim hamuru",1,kisa_kisa,"Kalıplama uygun"
PT048,KAGIT,"pamuklu selüloz atığı","nitroselüloz üretim hammaddesi",1,kisa_orta,"Selüloz saflığı iyi"
PT049,METAL,"nikel kaplama atık çamuru","paslanmaz çelik üretiminde nikel kaynağı",1,kisa_orta,"Alaşım elementi"
PT050,METAL,"kurşun asit akü hurdası","kurşun ergitme tesisi şarj malzemesi",1,kisa_kisa,"Kurşun içeriği >60%"
PT051,PLASTIK,"PC otomotiv far artığı","PC geri dönüşüm kompaund hammaddesi",1,kisa_orta,"Optik kalite korunur"
PT052,PLASTIK,"PA 6 enjeksiyon artığı","PA 6 plastik boru katkı granülü",1,kisa_kisa,"Mekanik dayanım yeterli"
PT053,ORGANIK,"patates kabuğu atığı","biyokömür üretim hattı beslemesi",1,kisa_orta,"Karbonlaşma verimi iyi"
PT054,ORGANIK,"çay atığı (siyah)","kompost tesisi nem düzenleyici",1,kisa_orta,"C/N oranı 25/1"
PT055,KIMYASAL,"iyotlu atık solüsyon","iyot geri kazanım tesisi beslemesi",1,kisa_orta,"Distilasyon ile saflaşma"
PT056,KIMYASAL,"krom atık çözeltisi","tabaklıkta krom yeniden kullanımı",1,kisa_orta,"pH ayarı ile çöktürme"
PT057,CAM,"buzlu cam kırığı","cam kumlama aşındırıcısı üretimi",1,kisa_orta,"Sertlik 6 Mohs"
PT058,CAM,"renkli cam mozaik atığı","dekoratif cam panel üretimi",1,kisa_kisa,"Estetik kullanım"
PT059,TEXSTIL,"kenevir lif atığı","kompozit otomobil kapı paneli dolgusu",1,kisa_orta,"Hafif ve sert"
PT060,TEXSTIL,"yün atığı (kalın)","ısı yalıtım keçesi üretim hammaddesi",1,kisa_orta,"Yanmazlık katkısı"
PT061,KAGIT,"mukavva ambalaj atığı","selüloz yalıtım levhası üretimi",1,kisa_orta,"Kalınlık kontrolü"
PT062,KAGIT,"sigara kağıdı atığı","özel dokulu kağıt üretim hammaddesi",1,kisa_orta,"İnce lif yapısı"
PT063,METAL,"HRP sac kesim artığı","demir dökümhane şarj hurdası",1,kisa_kisa,"Karbon düşük, kaynak uygun"
PT064,METAL,"çelik tel çekim artığı","çelik yünü üretim teli",1,kisa_orta,"Çap toleransı uygun"
PT065,PLASTIK,"PET şişe etiket atığı (PVC)","PVC geri dönüşüm granülü",1,kisa_orta,"PVC saflığı %95"
PT066,PLASTIK,"PP ip atığı","PP sentetik halı baz malzemesi",1,kisa_orta,"Ergime sıcaklığı 165°C"
PT067,ORGANIK,"pamuk yağı atığı (rafine)","biyodizel reaktörü besleme yağı",1,kisa_kisa,"Asit değeri <2"
PT068,ORGANIK,"ayçekirdeği küspesi","hayvan yemi mineral + lif katkısı",1,kisa_orta,"Protein %30"
PT069,KIMYASAL,"atık toluen","boya inceltici geri kazanım beslemesi",1,kisa_orta,"Distilasyon ile tekrar kullanım"
PT070,KIMYASAL,"sodyum hipoklorit atığı","dezenfektan üretim hattı hammaddesi",1,kisa_orta,"Klor aktif madde"
PT071,CAM,"ultra ince cam tozu","seramik sır üretiminde cam oksit kaynağı",1,kisa_orta,"Ergime düşürücü"
PT072,CAM,"cam bilya atığı","yansıtıcı boya dolgu malzemesi",1,kisa_kisa,"Küresellik iyi"
PT073,TEXSTIL,"karbon lif artığı","uçak iç panelleri için hafif kompozit",1,kisa_orta,"Yüksek modül"
PT074,TEXSTIL,"astar kumaş atığı","dolap iç kaplama keçesi",1,kisa_orta,"Nem emici özellik"
PT075,KAGIT,"filtre kağıdı atığı","yağ filtre kartuşu hamuru",1,kisa_orta,"Gözeneklilik ayarlı"
PT076,KAGIT,"parafin kağıdı atığı","mum ambalaj üretim hammaddesi",1,kisa_orta,"Parafin emdirme uygun"
PT077,METAL,"magnezyum talaşı","magnezyum alaşım dökümhane şarjı",1,kisa_kisa,"Yanma riski kontrol altında"
PT078,METAL,"kalay atık çamuru","lehim alaşımı üretim hammaddesi",1,kisa_orta,"Kalay içeriği %40"
PT079,PLASTIK,"EPDM lastik artığı","çatı membranı üretim katkısı",1,kisa_orta,"Esneklik artırıcı"
PT080,PLASTIK,"teflon (PTFE) atık tozu","kimyasal boru kaplama hammaddesi",1,kisa_kisa,"Kimyasal direnç yüksek"
id,cikti_sektor,girdi_sektor,cikti_tanim,girdi_tanim,etiket,uzunluk_tipi,neden
SS001,Çelik,Çimento,"yüksek fırın cürufu","çimento klinker mineral katkısı",1,orta_orta,"Cüruf çimento üretiminde doğrudan hammadde olarak kullanılır"
SS002,Çelik,Çimento,"çelik tufal","çimento pişirme hattında demir oksit kaynağı",1,kisa_orta,"Tufal, klinker reaksiyonlarına demir sağlar"
SS003,Çelik,Çimento,"EAF tozu","beton katkısı ve çimento mineralizeri",1,orta_orta,"Kalsiyum oksit içeriği ile doğal mineral yerine geçer"
SS004,Çelik,Çimento,"BOF curufu","çimento fabrikası Portland katkı hammaddesi",1,kisa_kisa,"Curuf, hidrolik özellik gösterir"
SS005,Gıda,Enerji,"meyve suyu posası ıslak","biyogaz fermantasyon beslemesi",1,kisa_orta,"Yüksek şeker ve lif içeriği metan verimini artırır"
SS006,Gıda,Enerji,"hayvansal yağ atığı","biyodizel reaktörü yağ girdisi",1,kisa_kisa,"Yağ asitleri esterleşmeye uygundur"
SS007,Gıda,Enerji,"pirinç kepeği","biyokütle kojenerasyon tesisi yakıtı",1,kisa_orta,"Kalorifik değer 3.800 kcal/kg"
SS008,Otomotiv,Döküm,"DKP sac pres hurdası","dökümhane şarj malzemesi",1,kisa_kisa,"Düşük karbonlu çelik doğrudan ergitilebilir"
SS009,Otomotiv,Döküm,"HRP sac kırpıntı","çelik döküm fırını besleme hurdası",1,kisa_orta,"Boyasız, oksit tabakası temizlenebilir"
SS010,Otomotiv,Döküm,"alüminyum jant kesim atığı","ikincil alüminyum ergitme şarjı",1,kisa_orta,"Alaşım elementi kaybı olmadan kullanılır"
SS011,Gıda,Yem,"buğday kepeği","hayvan yemi karma rasyon lif kaynağı",1,kisa_kisa,"Sindirimi düzenleyici özellikte"
SS012,Gıda,Yem,"ayçekirdeği küspesi","besi hayvanı yemi protein takviyesi",1,kisa_orta,"Protein oranı %32-35 arası"
SS013,Gıda,Yem,"elma posası (kuru)","ruminant yemi enerji katkısı",1,kisa_orta,"PEK değeri yüksek"
SS014,Plastik,Geri Dönüşüm,"PP enjeksiyon fireleri","PP regranülasyon hattı beslemesi",1,kisa_kisa,"Renk ayrımı yapılmış, saf polimer"
SS015,Plastik,Geri Dönüşüm,"HDPE film fire atığı","HDPE geri dönüşüm granül girdisi",1,kisa_orta,"Ergime indeksi sabit, kalite korunur"
SS016,Plastik,Geri Dönüşüm,"PET şişe preform artığı","PET geri kazanım ve re-kristalizasyon",1,kisa_orta,"Bozunma olmamış, IV değeri yüksek"
SS017,Cam,Geri Dönüşüm,"düz cam kesim fireleri","cam fırını cullet beslemesi",1,kisa_kisa,"Cullet oranı %30'a kadar çıkarılabilir"
SS018,Cam,Geri Dönüşüm,"renkli cam şişe kırığı","cam elyaf üretim hattı şarj stoku",1,kisa_orta,"Demir oksit içeriği elyaf çekimine uygun"
SS019,Cam,Geri Dönüşüm,"otocam laminat artığı","cam blok üretiminde cullet katkısı",1,orta_orta,"PVB ayrıştırıldıktan sonra saf cullet"
SS020,Kağıt,Kağıt,"oluklu mukavva kenar fireleri","karton hamur hattına ilave selüloz",1,kisa_kisa,"Lif uzunluğu geri kazanım uygun"
SS021,Kağıt,Kağıt,"ofis kağıdı trim atığı","yumurta viyolü üretim hamuru",1,kisa_orta,"Beyazlatılmış selüloz kaliteli viyol yapar"
SS022,Tekstil,Geri Kazanım,"pamuklu kumaş kırpıntısı","şoddy elyaf üretim hammaddesi",1,kisa_kisa,"Kısa lifler düşük iplik numarası için uygun"
SS023,Tekstil,Geri Kazanım,"polyester iplik atığı","keçe üretiminde sentetik elyaf kaynağı",1,kisa_orta,"Termofiksaj ile yapışma sağlar"
SS024,Tekstil,Geri Kazanım,"denim söküm atığı","izolasyon malzemesi ve keçe dolgusu",1,orta_orta,"Ses ve ısı yalıtımı katkısı"
SS025,Kimya,Geri Kazanım,"aseton solvent atığı","distilasyon kolonu besleme hammaddesi",1,kisa_orta,"Saflık %98'e yükseltilebilir"
SS026,Kimya,Geri Kazanım,"krom asit banyosu","nötralizasyon ile krom tuzu geri kazanımı",1,kisa_orta,"pH ayarı ile çöktürme verimli"
SS027,Kimya,Geri Kazanım,"toluen boya inceltici","fraksiyonlu distilasyon geri kazanım ünitesi",1,orta_orta,"Kaynama noktası 110°C, ayırım uygun"
SS028,Enerji,İnşaat,"uçucu kül (FGD)","tuğla fabrikasında puzolanik katkı",1,kisa_kisa,"Silis + alümina içeriği yüksek"
SS029,Enerji,İnşaat,"desülfürizasyon jipsi","alçıpan levha üretim hammaddesi",1,kisa_orta,"Kalsiyum sülfat dihidrat, doğal alçı yerine"
SS030,Enerji,İnşaat,"kül (uçucu)","beton harman malzemesi ve mineral katkı",1,orta_orta,"Puzolanik reaksiyon ile dayanım artar"
SS031,Gıda,Yem,"bira üretimi malt posası","süt sığırı yemi selüloz kaynağı",1,kisa_orta,"Sindirim sistemi dostu lif"
SS032,Lastik,İnşaat,"öğütülmüş kauçuk tozu","spor sahası sentetik çim zemin kaplama",1,kisa_kisa,"Esneklik ve darbe emme özelliği"
SS033,Seramik,İnşaat,"kırık seramik karolar","agrega ve beton dolgu malzemesi",1,kisa_kisa,"Sertlik yüksek, iyi dolgu"
SS034,İlaç,Kimya,"etanol atık çözeltisi","biyoyakıt üretim hattı beslemesi",1,kisa_orta,"Fermentasyon ile tekrar etanol üretimi"
SS035,Matbaa,Kimya,"mürekkep atığı (su bazlı)","beyaz boya dolgu hammaddesi",1,kisa_orta,"Renk pigmenti ayırımı ile kullanım"
SS036,Petrokimya,Plastik,"nafta kraker artığı","LDPE polimerizasyon başlangıç monomeri",1,orta_orta,"Etilen/buten geri kazanımı"
SS037,Alüminyum,İnşaat,"alüminyum dross","hafif beton gazlaştırıcı katkı",1,kisa_orta,"Hidrojen gazı oluşturarak gözenek sağlar"
SS038,Madencilik,İnşaat,"bakır flotasyon artığı","çimento rengi ve dayanım düzenleyici",1,orta_orta,"Demir oksit içeriği %35"
SS039,Gıda,Enerji,"şeker pancarı posası","biyogaz ko-fermentasyon beslemesi",1,kisa_kisa,"C/N dengesi biyogaz için uygun"
SS040,Tarım,Kimya,"mısır koçanı külü","silika jeli üretim hammaddesi",1,kisa_orta,"Amorf silika içeriği yüksek"
SS041,Çelik,Gıda,"ağır metal içeren çelik tozu","gıda takviyesi demir kaynağı",0,orta_orta,"Ağır metal kontaminasyonu (Pb, Cd) — gıda güvenliği riski"
SS042,Petrokimya,İlaç,"benzen atık çözücü","ilaç aktif madde sentez girdisi",0,kisa_orta,"Kanserojen safsızlıklar — USP saflığı gereksinimi karşılamaz"
SS043,Lastik,Gıda,"öğütülmüş lastik tozu","ekmek katkı maddesi koyulaştırıcı",0,kisa_kisa,"Polisiklik aromatik hidrokarbon (PAH) kontaminasyonu"
SS044,Atık Su,Gıda,"endüstriyel arıtma çamuru","çorba bazı hammaddesi",0,orta_orta,"Mikrobiyal patojen ve ağır metal içeriği"
SS045,Elektronik,Tekstil,"PCB atık tozu","bebek giysisi kumaş lifi",0,kisa_orta,"Halojenli alev geciktirici (PBDE) — deri teması toksik"
SS046,Boya,Gıda,"kurşunlu boya atığı","gıda boyası üretim girdisi",0,kisa_orta,"Kurşun zehirlenmesi riski, gıda ile temas yasak"
SS047,Atık Pil,Tarım,"nikel-kadmiyum pil çamuru","organik gübre mineralli katkı",0,orta_orta,"Kadmiyum toprakta birikir, bitkilere geçer"
SS048,Seramik,Plastik,"seramik tozu (sert)","LDPE film ekstrüzyon katkısı",0,kisa_kisa,"Aşındırıcılık — ekstrüder vida aşınması, uyumsuz sertlik"
SS049,Kimyasal,Otomotiv,"konsantre sülfürik asit atığı","fren hidroliği hammaddesi",0,kisa_orta,"Asit ve hidrolik sıvı reaksiyonu — korozyon + hidrojen gazı"
SS050,Cam,Enerji,"cam yünü kesim artığı","yakıt olarak enerji santrali beslemesi",0,kisa_kisa,"Cam yanmaz, kalorifik değer sıfır — enerji verimsiz"
SS051,Alüminyum,Gıda,"alüminyum talaşı (yağlı)","un değirmeni katkı maddesi",0,kisa_orta,"Yağ oksidasyonu, alüminyum toksisitesi — gıda mevzuatına aykırı"
SS052,Deri,Gıda,"kromlu deri talaşı","jelatin üretim hammaddesi",0,orta_orta,"Krom (VI) içeriği — jelatin saflığını bozar, alerjen"
SS053,Petrokimya,Gıda,"etilen oksit atığı","meyve olgunlaştırma gazı",0,kisa_kisa,"Etilen oksit toksik kalıntı bırakır, gıda teması yasak"
SS054,İnşaat,Plastik,"asbest içeren yalıtım atığı","PVC boru hammaddesi",0,kisa_orta,"Asbest lifleri — polimer karışımda sağlık riski"
SS055,Madencilik,Enerji,"yüksek kükürtlü kömür artığı","biyogaz türbin yakıtı",0,kisa_orta,"Kükürt emisyonu — türbin korozyon, yanma verimsiz"
SS056,Nükleer,Tekstil,"radyasyonlu nükleer atık","bebek bezi üretim lifi",0,kisa_kisa,"Radyoaktif kontaminasyon — hayatı tehdit eder"
SS057,Kağıt,Kimya,"klorlu kağıt ağartma atığı","farmasötik reaktif suyu",0,orta_orta,"Organik klor bileşikleri — ilaç saflığını bozar"
SS058,Otomotiv,Gıda,"kullanılmış motor yağı","margarin üretim yağ bazı",0,kisa_orta,"PAH, ağır metaller — gıda mevzuatına uygun değil"
SS059,Plastik,Enerji,"PVC fire tozu","yakma fırını beslemesi",0,kisa_kisa,"HCl gazı oluşumu — korozyon ve emisyon sorunu"
SS060,Tekstil,Otomotiv,"naylon iplik atığı (nemli)","havalı fren hortumu katmanı",0,kisa_orta,"Nem yapısal zayıflık, hidroliz — güvenlik riski"
id,seviye,cikti_kategori,girdi_kategori,cikti_tanim,girdi_tanim,etiket,yaniltici_kelime,neden
HN001,seviye1,METAL,METAL,"304 paslanmaz çelik CNC talaşı","Bakır rafinasyon tesisi granül girdisi",0,"çelik/talaş","Farklı metal ailesi: Fe-Cr-Ni (paslanmaz) vs Cu (bakır), ergime sıcaklıkları (1400°C vs 1085°C) uyumsuz, alaşım kontaminasyonu"
HN002,seviye1,METAL,METAL,"alüminyum 6063 profil ekstrüzyon artığı","dökme demir dökümhane şarj malzemesi",0,"alüminyum/metal","Alüminyum (hafif, düşük erime) vs dökme demir (ağır, yüksek C), birlikte ergitilemez, kırılgan ara fazlar oluşur"
HN003,seviye1,METAL,METAL,"tungsten karbür takım ucu atığı","yumuşak çelik şarj hurdası",0,"takım/çelik","WC sertliği (Mohs 9) vs yumuşak çelik (HB 120), erime noktası 2870°C vs 1420°C, aşındırıcı ve uyumsuz"
HN004,seviye1,METAL,METAL,"kurşunlu lehim atığı (Sn-Pb)","gıda sektörü metal ambalaj girdisi",0,"lehim/kurşun","Pb toksisitesi, gıda teması kesinlikle yasak (AB direktifi), ağır metal kontaminasyonu"
HN005,seviye1,PLASTIK,PLASTIK,"PP enjeksiyon çapak artığı","PVC boru ekstrüzyon hammadde granülü",0,"plastik/polimer","PP (polipropilen) vs PVC (polivinil klorür), farklı polarite, birlikte işlenemez, HCl gazı oluşumu"
HN006,seviye1,PLASTIK,PLASTIK,"termoset bakalit kalıp artığı","termoplastik granül ekstrüzyon girdisi",0,"kalıp/plastik","Bakalit (termoset, eritilemez, kürlenmiş) vs termoplastik (eritilebilir), geri dönüşüm mümkün değil"
HN007,seviye1,PLASTIK,PLASTIK,"cam elyaf takviyeli PA66 granül atığı","saf PP enjeksiyon hammadde granülü",0,"takviyeli/elyaf","PA66 (poliamid) + %30 cam elyaf vs saf PP, aşındırıcı takviye PP ekstrüderini aşındırır, uyumsuz polimer"
HN008,seviye1,PLASTIK,PLASTIK,"gıda temaslı PET şişe kırığı","endüstriyel kimyasal bidon üretim granülü",0,"PET/kırık","PET gıda sınıfı kontaminasyon riski taşır, endüstriyel kimyasallar geri dönüşüm akışını bozar, AB uygunluk ihlali"
HN009,seviye1,ORGANIK,ORGANIK,"fenol reçine kaplı ahşap atığı","kompost üretim beslemesi",0,"ahşap/reçine","Fenol formaldehit toksik, toprağa geçer, mikroorganizmalar parçalayamaz, kompost kalitesini düşürür"
HN010,seviye1,ORGANIK,ORGANIK,"et kesimhane atığı (kanatlı)","bitkisel organik gübre hammaddesi",0,"et/gübre","Patojen (Salmonella, E.coli) ve hijyen riski, bitkisel gübre mevzuatına uygun değil"
HN011,seviye1,ORGANIK,ORGANIK,"laminat kaplı MDF tozu","biyokütle santrali yakıt beslemesi",0,"laminat/MDF","Melamin reçine ve yapıştırıcılar yanınca HCN, formaldehit yayar, emisyon limit aşımı"
HN012,seviye1,KIMYASAL,KIMYASAL,"konsantre HCl asit atık çözeltisi","NaOH baz çözelti üretim girdisi",0,"asit/baz","Ekzotermik reaksiyon, nötrleşme sırasında sıçrama, buhar, tehlikeli asit-baz karışımı, korozyon"
HN013,seviye1,KIMYASAL,KIMYASAL,"organik solvent atığı (aseton)","inorganik tuz (NaCl) üretim hammaddesi",0,"solvent/organik","Organik kirletici tuz saflığını bozar, distilasyon değil, direkt karışım geçimsiz"
